id,GT,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
s_392,5,0.56487,0.11111,0.78261,1.00000,0.18889,1.00000,0.36842,0.50000,0.05263,0.20000,0.33333,0.00000,0.00000
s_393,1,0.54090,0.11111,0.58065,1.00000,0.00000,0.22784,0.28000,1.00000,0.12727,0.00000,0.00000,0.33333,0.20000
s_394,3,0.60327,0.16667,0.58824,0.32708,1.00000,0.50000,0.21053,0.50000,0.02703,0.06667,0.00000,1.00000,1.00000
s_395,4,0.38532,0.12500,0.45161,0.19315,0.50000,1.00000,0.14815,0.25000,0.03704,0.11111,0.00000,0.00000,0.33333
s_396,4,0.49805,0.33333,0.46154,0.15878,0.33333,0.00000,0.08696,0.50000,0.04762,0.20000,0.14286,0.50000,0.00000
s_397,3,0.68522,0.16667,0.70588,0.00000,0.50000,0.00000,0.22222,0.25000,0.15000,0.33333,0.00000,0.00000,0.00000
s_398,2,0.19582,0.33333,0.36364,0.29256,0.00000,1.00000,0.16667,0.07805,0.19048,0.00000,0.60000,1.00000,1.00000
s_399,3,0.71941,0.16667,0.78571,1.00000,0.50000,0.33333,0.47619,0.25000,0.16667,0.05263,0.20000,0.00000,1.00000
s_400,4,0.66494,0.16667,0.60000,0.29498,1.00000,1.00000,0.16129,0.33333,0.05263,0.12500,0.00000,0.00000,1.00000
s_401,3,0.54357,0.33333,0.70000,0.13153,0.00000,1.00000,0.19048,1.00000,0.02439,0.25000,0.33333,0.00000,1.00000
s_402,1,0.21861,0.25000,0.23077,0.23624,0.10178,1.00000,0.03704,1.00000,0.18182,0.25000,0.33333,1.00000,1.00000
s_403,2,0.31711,0.16667,0.50000,0.13265,0.11888,1.00000,0.30769,1.00000,0.17241,0.33333,0.00000,0.00000,0.00000
s_404,4,0.35364,0.20000,0.33333,1.00000,1.00000,1.00000,0.10000,0.25000,0.08571,0.09091,0.00000,1.00000,1.00000
s_405,3,0.40131,0.25000,0.52174,0.16571,0.33333,1.00000,0.09524,0.20867,0.05263,0.07692,0.33333,1.00000,0.00000
s_406,4,0.42459,0.11111,0.57143,0.33511,0.33333,0.50000,0.13043,0.25000,0.06383,0.12500,0.11111,0.33333,0.33333
s_407,2,0.39019,1.00000,0.66667,0.26667,1.00000,1.00000,0.14286,0.04762,0.18750,0.27273,0.00000,0.00000,0.00000
s_408,2,0.27629,0.16667,0.47059,0.19793,0.00000,0.07692,0.13333,1.00000,0.09677,0.05882,1.00000,0.00000,0.00000
s_409,4,0.29876,0.50000,0.50000,0.19861,1.00000,1.00000,0.07143,0.08025,0.08333,0.11111,0.00000,0.33333,0.00000
s_410,3,0.60578,0.25000,0.75000,0.96078,0.33333,1.00000,0.33333,1.00000,0.12000,0.11111,0.33333,0.00000,0.00000
s_411,3,0.68287,0.20000,0.73333,1.00000,0.33333,0.50000,0.32258,0.33333,0.07143,0.20000,0.00000,0.33333,0.14286
s_412,4,0.63804,0.12500,0.66667,1.00000,0.08523,1.00000,0.21429,1.00000,0.03571,0.17647,0.00000,0.00000,1.00000
s_413,4,0.84434,0.33333,0.93750,0.26205,0.33333,0.33333,0.46154,0.33333,0.00000,0.04000,0.20000,0.00000,0.00000
s_414,3,0.70930,1.00000,0.73684,0.19051,0.50000,1.00000,0.25000,0.25000,0.13636,0.33333,0.11111,0.00000,0.00000
s_415,4,0.31566,0.33333,0.58824,0.15966,1.00000,0.33333,0.04762,0.50000,0.11111,0.23077,0.20000,0.00000,1.00000
s_416,3,0.26705,0.20249,0.50000,0.20417,0.08689,1.00000,0.06667,0.07533,0.03448,0.16667,0.33333,0.00000,0.00000
s_417,5,0.36651,0.12500,0.46154,0.97937,1.00000,0.09429,0.25000,1.00000,0.00000,0.06667,0.50000,0.00000,0.00000
s_418,5,0.74428,0.20000,0.88235,0.23254,1.00000,1.00000,0.37500,0.50000,0.03333,0.14286,0.00000,0.00000,0.00000
s_419,4,0.37642,0.50000,0.66667,0.26667,1.00000,1.00000,0.18750,0.13081,0.14286,0.09091,0.33333,0.00000,1.00000
s_420,3,0.46914,0.11111,0.60000,0.17683,0.50000,1.00000,0.22581,0.11111,0.03448,0.04348,0.00000,0.33333,0.14286
s_421,5,0.67958,0.33333,0.64000,1.00000,1.00000,0.33333,0.29630,0.33333,0.03704,0.06667,0.00000,0.20000,0.00000
s_422,1,0.20906,0.33333,0.24000,0.20240,0.00000,1.00000,0.05000,0.20068,0.09524,0.16667,0.33333,1.00000,1.00000
s_423,4,0.36183,0.20000,0.42857,1.00000,0.00000,1.00000,0.11765,1.00000,0.03226,0.20000,0.00000,0.00000,1.00000
s_424,2,0.39896,0.33333,0.45455,1.00000,1.00000,1.00000,0.15000,0.50000,0.05000,0.00000,0.20000,0.60000,1.00000
s_425,5,0.88169,0.16667,0.88889,1.00000,1.00000,1.00000,0.26667,0.50000,0.04918,0.00000,0.09091,0.00000,0.00000
s_426,4,0.84665,0.33333,0.95652,1.00000,0.50000,1.00000,0.44000,0.33333,0.06667,0.07692,0.27273,0.00000,0.00000
s_427,4,0.29122,0.50000,0.53333,0.32798,0.50000,1.00000,0.00000,0.33393,0.00000,0.14286,0.00000,0.00000,0.00000
s_428,3,0.38132,0.20000,0.47059,0.10907,0.40833,1.00000,0.20000,0.33333,0.03448,0.09091,0.33333,0.00000,1.00000
s_429,3,0.30880,0.25000,0.66667,0.15833,1.00000,1.00000,0.09524,0.33333,0.11111,0.16667,0.20000,1.00000,0.00000
s_430,3,0.30404,0.25000,0.48276,0.08753,1.00000,1.00000,0.16667,0.21740,0.06977,0.29412,0.00000,0.00000,1.00000
s_431,3,0.66936,0.12500,0.62500,0.16682,0.07143,0.33333,0.25000,0.20000,0.03571,0.04762,0.00000,1.00000,0.00000
s_432,4,0.60529,1.00000,0.57143,1.00000,0.50000,1.00000,0.23529,1.00000,0.14286,0.33333,0.00000,0.00000,0.00000
s_433,3,0.41658,0.25000,0.58824,0.25833,0.00000,1.00000,0.13333,0.33333,0.03448,0.00000,0.00000,0.00000,0.00000
s_434,4,0.55723,0.14286,0.64865,1.00000,0.00000,0.11493,0.28947,0.50000,0.01370,0.07143,0.33333,1.00000,0.20000
s_435,4,0.46236,0.33333,0.58333,1.00000,0.50000,1.00000,0.24000,0.50000,0.00000,0.12500,0.11111,0.00000,0.33333
s_436,5,1.00000,1.00000,0.87500,1.00000,1.00000,0.00000,0.21053,1.00000,0.16129,0.11111,0.00000,0.00000,0.00000
s_437,3,0.39034,0.33333,0.56000,1.00000,0.00000,1.00000,0.25000,0.50000,0.02128,0.12500,0.27273,0.00000,0.00000
s_438,3,0.41874,0.16667,0.56250,0.18843,0.00000,1.00000,0.16667,0.33333,0.02222,0.10000,0.14286,0.00000,0.50000
s_439,3,0.45862,0.11111,0.71429,0.25752,1.00000,1.00000,0.28571,1.00000,0.14894,0.15385,0.33333,0.00000,1.00000
s_440,4,0.62180,0.20000,0.80000,1.00000,1.00000,1.00000,0.17391,1.00000,0.06383,0.00000,0.00000,0.00000,0.00000
s_441,4,0.45165,0.07143,0.61538,0.20417,1.00000,0.33333,0.21429,0.33333,0.05263,0.03448,0.00000,1.00000,0.33333
s_442,3,0.62628,0.14286,0.80000,0.15662,0.05898,1.00000,0.34783,0.10509,0.07317,0.05882,0.00000,1.00000,0.00000
s_443,4,0.81771,0.12500,0.84615,1.00000,1.00000,1.00000,0.38235,1.00000,0.22222,0.08333,0.00000,1.00000,1.00000
s_444,2,0.30596,0.20000,0.42105,1.00000,0.00000,0.07879,0.05000,1.00000,0.11765,0.07692,0.60000,0.00000,1.00000
s_445,2,0.59511,1.00000,0.60000,0.14689,1.00000,1.00000,0.25000,1.00000,0.15152,0.12500,0.00000,1.00000,0.00000
s_446,2,0.27983,0.25000,0.50000,1.00000,1.00000,1.00000,0.26667,0.50000,0.15152,0.00000,0.14286,0.00000,0.00000
s_447,5,0.42466,0.25000,0.50000,0.16436,0.20525,1.00000,0.05263,0.20145,0.09091,0.20000,0.50000,1.00000,0.00000
s_448,1,0.26165,0.33333,0.25000,1.00000,0.00000,1.00000,0.00000,1.00000,0.06977,0.07692,0.33333,1.00000,1.00000
s_449,3,0.70316,0.20000,0.68750,0.18843,0.00000,0.25000,0.33333,0.16667,0.17857,0.36842,0.42857,1.00000,0.00000
s_450,5,0.72973,0.33333,0.86957,1.00000,0.50000,0.50000,0.47619,0.25000,0.18367,0.06667,0.20000,0.33333,0.00000
s_451,5,0.55512,0.09091,0.75000,0.66667,1.00000,0.33333,0.30769,0.33333,0.02041,0.09091,0.14286,0.20000,0.00000
s_452,4,0.67044,0.25000,0.80000,0.20374,0.50000,1.00000,0.35484,0.50000,0.07143,0.09091,0.20000,1.00000,0.00000
s_453,4,0.41686,0.20000,0.48000,0.16594,0.50000,1.00000,0.16000,0.28294,0.06667,0.00000,0.33333,0.00000,0.50000
s_454,5,0.52784,0.10043,0.76471,0.12857,1.00000,1.00000,0.23077,0.50000,0.07407,0.04000,0.33333,0.00000,0.00000
s_455,4,0.41121,1.00000,0.42857,1.00000,1.00000,1.00000,0.27273,1.00000,0.25926,0.60000,0.14286,1.00000,0.50000
s_456,3,0.77984,0.50000,0.66667,0.19676,0.04167,1.00000,0.15385,0.33333,0.06383,0.27273,0.09091,0.00000,0.33333
s_457,4,0.62477,0.25000,0.82353,1.00000,0.50000,1.00000,0.27273,0.50000,0.02326,0.00000,0.00000,0.00000,0.00000
s_458,3,0.37707,0.20000,0.69231,0.14286,0.03606,1.00000,0.14286,1.00000,0.08000,0.10000,0.00000,1.00000,0.33333
s_459,2,0.38087,1.00000,0.46154,1.00000,0.07738,1.00000,0.20000,1.00000,0.10000,0.16667,0.00000,0.00000,1.00000
s_460,5,0.81506,0.33333,0.83333,0.32798,0.33333,0.50000,0.11765,0.25000,0.11864,0.15789,0.00000,0.00000,0.00000
s_461,4,0.31126,0.20000,0.63636,0.22548,0.12755,1.00000,0.15789,0.50000,0.10000,0.00000,0.00000,1.00000,0.60000
s_462,4,0.33982,0.14286,0.48000,0.20833,0.00000,0.09784,0.14286,0.30556,0.04762,0.11111,0.00000,1.00000,0.00000
s_463,4,0.59225,0.33333,0.66667,1.00000,1.00000,1.00000,0.38889,1.00000,0.09677,0.25000,0.33333,1.00000,0.00000
s_464,5,0.79291,0.25000,0.84848,1.00000,0.50000,1.00000,0.56000,0.20000,0.05882,0.12500,0.00000,0.00000,1.00000
s_465,4,0.29655,0.25000,0.33333,1.00000,0.50000,0.16426,0.12500,0.20000,0.11765,0.11111,0.25000,0.00000,1.00000
s_466,5,0.72035,0.09091,0.76471,0.00000,0.03646,0.06734,0.37037,0.50000,0.21212,0.00000,0.00000,1.00000,0.00000
s_467,2,0.24246,0.50000,0.25000,0.14679,1.00000,1.00000,0.00000,0.06757,0.06122,0.14286,0.33333,0.00000,0.00000
s_468,3,0.67164,0.20000,0.76923,0.17517,1.00000,1.00000,0.28000,0.25000,0.02128,0.00000,0.00000,0.00000,0.00000
s_469,2,0.63029,0.20000,0.68966,0.15094,0.00000,0.50000,0.25000,0.50000,0.03846,0.00000,0.00000,0.00000,0.00000
s_470,4,0.73588,0.25000,0.61538,1.00000,0.00000,0.33333,0.22222,0.25000,0.10638,0.00000,0.11111,1.00000,1.00000
s_471,4,0.51418,0.16667,0.59459,1.00000,0.33333,0.33333,0.16667,0.20000,0.06452,0.18182,0.00000,1.00000,0.00000
s_472,2,0.30493,0.33333,0.33333,0.14054,0.00000,1.00000,0.09091,0.10039,0.00000,0.00000,0.00000,0.00000,1.00000
s_473,1,0.27755,0.50000,0.33333,0.16961,1.00000,1.00000,0.00000,0.25074,0.12500,0.50000,0.50000,0.00000,0.00000
s_474,4,0.54849,0.25000,0.76190,0.22813,0.20513,1.00000,0.28571,1.00000,0.17647,0.09091,0.50000,0.00000,0.00000
s_475,3,0.34572,0.02431,0.50000,0.92857,0.06667,1.00000,0.10526,1.00000,0.16129,0.00000,0.00000,1.00000,0.33333
s_476,1,0.22838,0.50000,0.26087,0.25631,0.10178,1.00000,0.04000,0.30294,0.09091,0.23077,0.50000,0.00000,0.00000
s_477,3,0.70317,0.20000,0.83333,1.00000,0.33333,0.33333,0.40000,0.25000,0.14286,0.23077,0.20000,0.00000,0.00000
s_478,3,0.32547,0.50000,0.58824,1.00000,0.05623,1.00000,0.18182,0.25000,0.00000,0.33333,0.25000,1.00000,0.00000
s_479,4,0.46072,0.33333,0.59259,1.00000,0.50000,0.50000,0.19231,0.50000,0.01961,0.09091,0.25000,0.14286,0.33333
s_480,4,0.45027,0.33333,0.44444,0.25050,0.00000,1.00000,0.00000,1.00000,0.06250,0.50000,0.00000,0.00000,1.00000
s_481,3,0.38390,0.33333,0.42857,1.00000,1.00000,1.00000,0.06250,1.00000,0.03448,0.16667,0.00000,0.00000,0.00000
s_482,1,0.24600,0.25000,0.47619,0.22143,1.00000,1.00000,0.13043,0.50000,0.07317,0.00000,0.20000,0.00000,0.33333
s_483,3,0.32500,0.20000,0.45714,0.13929,0.00000,0.33333,0.21429,0.20000,0.06897,0.04762,0.11111,1.00000,0.33333
s_484,2,0.40298,0.25000,0.50000,1.00000,0.50000,1.00000,0.18182,0.33333,0.02326,0.00000,0.33333,1.00000,0.20000
s_485,3,0.38782,0.50000,0.42857,0.15595,0.50000,0.50000,0.05882,0.11989,0.14286,0.00000,0.00000,1.00000,0.50000
s_486,3,0.57766,0.12500,0.59259,0.13333,0.00000,0.50000,0.19231,0.20000,0.07407,0.12500,0.27273,0.00000,1.00000
s_487,4,0.77436,0.16667,0.73333,0.15873,1.00000,0.50000,0.27273,0.50000,0.16364,0.25000,0.00000,0.00000,0.00000
s_488,3,0.73266,0.33333,0.78571,1.00000,0.00000,1.00000,0.30769,0.50000,0.01961,0.00000,0.00000,0.00000,1.00000
s_489,3,0.50347,0.20000,0.64000,0.21655,1.00000,1.00000,0.28571,1.00000,0.09091,0.11111,0.33333,1.00000,1.00000
s_490,5,0.50561,0.20000,0.60000,1.00000,0.07440,1.00000,0.11765,0.33333,0.08571,0.00000,0.00000,1.00000,0.20000
s_491,4,0.52466,0.33333,0.69565,0.10101,0.33333,0.50000,0.25000,0.25000,0.25490,0.20000,0.20000,0.50000,0.20000
s_492,3,0.68152,0.20000,0.66667,0.08565,0.00000,0.00000,0.21429,0.50000,0.03846,0.12500,0.00000,0.00000,0.00000
s_493,2,0.39175,0.33333,0.43478,0.13611,1.00000,1.00000,0.10000,0.50000,0.09434,0.14286,0.00000,0.00000,0.33333
s_494,3,0.51845,0.25000,0.50000,0.19120,0.33333,1.00000,0.09091,0.16667,0.03226,0.29412,0.07692,0.14286,0.00000
s_495,3,0.35327,0.16667,0.44444,1.00000,1.00000,1.00000,0.19048,1.00000,0.11111,0.09091,0.50000,0.00000,0.00000
s_496,4,0.56862,0.25000,0.54545,0.40417,0.00000,0.33333,0.10000,0.33333,0.07317,0.09091,0.00000,1.00000,0.33333
s_497,4,0.42941,0.33333,0.60000,1.00000,1.00000,0.06250,0.23529,0.50000,0.10345,0.00000,0.14286,1.00000,0.00000
s_498,4,0.53968,0.20000,0.72000,1.00000,1.00000,0.50000,0.39130,0.50000,0.00000,0.00000,0.00000,0.00000,0.33333
s_499,4,0.30751,0.20000,0.44444,0.20530,0.50000,0.16667,0.05000,0.50000,0.15152,0.09091,0.00000,1.00000,1.00000
s_500,4,0.25432,0.02232,0.42857,1.00000,0.06458,1.00000,0.12500,0.50000,0.15385,0.00000,0.00000,0.00000,0.00000
s_501,4,0.66118,0.33333,0.76923,0.06905,1.00000,1.00000,0.25000,1.00000,0.14894,0.12000,1.00000,0.00000,0.00000
s_502,4,0.48341,0.16667,0.66667,1.00000,0.50000,0.50000,0.26667,0.33333,0.13725,0.15789,0.20000,0.00000,0.00000
s_503,4,0.76573,0.25000,0.85714,1.00000,0.50000,1.00000,0.35000,1.00000,0.17391,0.25000,0.14286,0.00000,0.00000
s_504,4,0.23161,0.33333,0.40000,0.22955,1.00000,1.00000,0.00000,0.07803,0.09091,0.00000,0.20000,0.00000,0.00000
s_505,4,0.69747,0.14286,0.74286,1.00000,1.00000,1.00000,0.33333,0.50000,0.14286,0.13043,0.00000,1.00000,0.00000
s_506,5,0.74238,0.50000,0.75000,0.15833,0.50000,0.33333,0.17647,0.25000,0.13793,0.14286,0.25000,0.20000,0.00000
s_507,2,0.27520,0.16667,0.45455,0.29615,0.00000,1.00000,0.16667,1.00000,0.05556,0.14286,0.33333,0.00000,0.00000
s_508,4,0.36273,1.00000,0.60000,0.22002,0.00000,1.00000,0.20000,1.00000,0.02703,0.05263,0.33333,1.00000,0.00000
s_509,4,0.50799,0.16667,0.69565,1.00000,0.00000,0.14913,0.31250,0.50000,0.21053,0.14286,0.00000,0.00000,0.00000
s_510,3,0.52784,0.50000,0.63636,1.00000,0.00000,0.17083,0.19048,1.00000,0.17647,0.20000,0.00000,0.00000,0.00000
s_511,4,0.33762,0.06111,0.44444,1.00000,0.00000,0.10382,0.18750,0.50000,0.06250,0.20000,0.14286,0.00000,0.50000
s_512,4,0.53776,0.11111,0.68750,0.18843,0.50000,1.00000,0.35714,0.18843,0.05882,0.04000,0.00000,1.00000,0.00000
s_513,2,0.42090,0.25000,0.44444,1.00000,0.50000,1.00000,0.18182,0.25000,0.04545,0.16667,0.20000,1.00000,0.00000
s_514,4,0.33726,0.33333,0.52174,0.15926,0.13719,1.00000,0.20000,1.00000,0.02703,0.00000,0.50000,0.00000,0.33333
s_515,2,0.57879,0.33333,0.62069,0.28718,1.00000,1.00000,0.29630,1.00000,0.03704,0.00000,0.00000,0.00000,0.33333
s_516,4,0.62790,0.12118,0.84211,1.00000,0.50000,1.00000,0.40000,0.33333,0.06667,0.00000,0.20000,1.00000,0.00000
s_517,2,0.35909,0.50000,0.37500,1.00000,0.08350,0.00000,0.09524,0.50000,0.14286,0.20000,0.33333,0.00000,1.00000
s_518,3,0.37757,0.16667,0.50000,0.26003,0.06695,0.50000,0.19355,0.25000,0.20000,0.25000,0.11111,1.00000,1.00000
s_519,4,0.59454,0.25000,0.63636,1.00000,0.00000,1.00000,0.22222,0.50000,0.10638,0.05882,0.20000,0.00000,0.00000
s_520,3,0.39930,0.16667,0.53846,0.23492,0.50000,1.00000,0.15789,0.20337,0.16279,0.33333,0.00000,1.00000,0.00000
s_521,3,0.55862,0.50000,0.66667,0.27435,0.00000,1.00000,0.18182,1.00000,0.04762,0.00000,0.00000,0.00000,0.00000
s_522,2,0.34676,0.20000,0.44444,0.16667,1.00000,1.00000,0.11765,0.50000,0.00000,0.00000,0.14286,1.00000,0.33333
s_523,4,0.49390,0.20000,0.52632,0.19745,1.00000,1.00000,0.09524,0.33333,0.00000,0.27273,0.20000,0.00000,1.00000
s_524,2,0.27461,0.04310,0.50000,1.00000,0.00000,1.00000,0.00000,1.00000,0.13043,0.42857,0.33333,0.00000,0.00000
s_525,3,0.74455,0.16667,0.78571,1.00000,0.50000,1.00000,0.27586,0.50000,0.12000,0.14286,0.33333,0.00000,0.00000
s_526,2,0.25233,0.16667,0.40000,0.13265,0.00000,0.10101,0.06667,0.07143,0.03704,0.00000,0.00000,0.00000,1.00000
s_527,3,0.32249,1.00000,0.52632,0.15046,0.05357,0.00000,0.13636,0.33333,0.10526,0.33333,0.20000,0.00000,0.00000
s_528,2,0.49821,0.16667,0.48000,0.10000,0.00000,1.00000,0.16000,0.50000,0.05882,0.22222,0.25000,0.00000,0.00000
s_529,4,0.28070,0.25000,0.55556,1.00000,0.07274,1.00000,0.25000,1.00000,0.11111,0.00000,0.00000,0.00000,1.00000
s_530,2,0.33762,0.03195,0.55556,0.05949,1.00000,0.03651,0.11765,0.33333,0.05882,0.11111,0.33333,0.00000,0.33333
s_531,1,0.16849,0.33333,0.24000,0.22207,1.00000,1.00000,0.04545,0.10462,0.05000,0.07692,0.33333,1.00000,1.00000
s_532,4,0.68713,0.33333,0.53333,0.27500,1.00000,1.00000,0.15789,1.00000,0.05882,0.25000,0.33333,0.00000,0.00000
s_533,4,0.44912,0.20000,0.64000,0.22643,0.33333,1.00000,0.16216,0.33333,0.20000,0.28571,0.25000,0.00000,0.00000
s_534,5,0.78057,0.12500,0.90323,1.00000,0.00000,0.33333,0.39286,0.25000,0.08475,0.05263,0.09091,0.00000,0.00000
s_535,4,0.36255,0.16667,0.55000,0.19845,1.00000,1.00000,0.13514,0.25000,0.05882,0.00000,0.25000,1.00000,0.00000
s_536,4,0.42466,0.25000,0.50000,1.00000,1.00000,1.00000,0.18750,0.50000,0.00000,0.11111,0.00000,1.00000,1.00000
s_537,4,0.67082,0.14286,0.64516,0.20430,0.08344,1.00000,0.21212,1.00000,0.06667,0.15789,0.33333,0.00000,0.33333
s_538,5,0.53638,0.25000,0.68421,0.91667,0.33333,0.33333,0.24242,0.20000,0.03030,0.15789,0.00000,0.00000,0.42857
s_539,4,0.62544,0.12500,0.61111,0.20373,0.09794,1.00000,0.19355,1.00000,0.07143,0.07692,1.00000,0.00000,0.25000
s_540,3,0.69004,0.14286,0.77419,1.00000,1.00000,0.00000,0.30769,0.16667,0.10714,0.06667,0.12500,0.00000,0.00000
s_541,1,0.23227,0.16667,0.33333,0.20066,0.00000,1.00000,0.05556,0.09299,0.15000,0.33333,0.00000,1.00000,0.00000
s_542,3,0.26557,0.25000,0.44444,1.00000,0.00000,0.12868,0.12500,1.00000,0.03226,0.07692,0.00000,1.00000,1.00000
s_543,4,0.43508,0.16667,0.52174,0.16579,1.00000,1.00000,0.09524,0.06007,0.00000,0.14286,0.14286,1.00000,0.00000
s_544,3,0.66400,0.33333,0.70588,0.22619,0.00000,0.00000,0.18750,0.25000,0.16667,0.14286,0.14286,0.33333,0.00000
s_545,2,0.29876,0.20000,0.47059,0.13357,0.14476,1.00000,0.16667,1.00000,0.15385,0.25000,0.50000,0.00000,1.00000
s_546,3,0.25074,1.00000,0.58824,0.16250,0.00000,0.00000,0.16667,0.05417,0.18519,0.00000,0.20000,0.00000,0.00000
s_547,3,0.46181,0.14286,0.60870,0.14286,1.00000,1.00000,0.19048,0.50000,0.05263,0.00000,0.00000,1.00000,0.33333
s_548,3,0.35583,0.20000,0.43478,0.11060,0.10067,1.00000,0.05556,0.11060,0.10526,0.06667,0.00000,0.00000,1.00000
s_549,3,0.46170,0.33333,0.57143,1.00000,1.00000,1.00000,0.25000,1.00000,0.00000,0.20000,0.00000,0.00000,0.33333
s_550,4,0.45142,0.20000,0.55556,0.15516,0.50000,0.50000,0.08696,0.33333,0.00000,0.16667,0.20000,0.00000,0.00000
s_551,3,0.69149,0.25000,0.61538,1.00000,0.50000,1.00000,0.21429,0.25000,0.10345,0.00000,0.14286,0.00000,0.00000
s_552,5,0.83245,0.33333,0.88889,1.00000,0.33333,0.00000,0.37037,0.33333,0.01887,0.00000,0.00000,0.00000,0.00000
s_553,4,0.89889,0.16667,0.95238,1.00000,1.00000,1.00000,0.34783,1.00000,0.10204,0.04762,0.00000,0.00000,1.00000
s_554,3,0.48109,0.25000,0.69231,1.00000,0.33333,1.00000,0.25926,0.33333,0.13043,0.33333,0.14286,0.33333,0.33333
s_555,4,0.64239,0.16667,0.78261,1.00000,1.00000,1.00000,0.43750,0.33333,0.11765,0.16667,0.14286,1.00000,0.00000
s_556,3,0.67246,0.16667,0.52174,1.00000,0.50000,0.08571,0.19231,0.33333,0.07407,0.20000,0.11111,0.00000,0.00000
s_557,4,0.50347,0.20000,0.66667,1.00000,1.00000,1.00000,0.31818,0.33333,0.08696,0.04762,0.00000,0.00000,1.00000
s_558,4,0.53748,0.33333,0.64286,0.40417,0.50000,0.13393,0.25000,0.50000,0.04545,0.05882,0.20000,0.00000,0.00000
s_559,4,0.52764,0.25000,0.64286,1.00000,0.16667,0.08294,0.28000,0.16667,0.17241,0.00000,0.07692,0.33333,0.00000
s_560,4,0.45820,0.12500,0.69565,0.00000,0.03125,1.00000,0.37500,1.00000,0.09091,0.20000,0.00000,0.00000,1.00000
s_561,4,0.59011,0.16667,0.74286,0.14064,0.50000,1.00000,0.29032,0.25000,0.09091,0.05263,0.09091,0.33333,0.33333
s_562,4,0.74006,0.10000,0.82353,0.23048,1.00000,0.50000,0.32143,0.25000,0.08475,0.17647,0.00000,0.00000,0.14286
s_563,4,0.37093,0.16667,0.47368,0.22187,0.50000,0.21815,0.12121,0.11094,0.01538,0.15789,0.60000,0.00000,0.20000
s_564,4,0.37698,0.25000,0.55556,0.15378,1.00000,1.00000,0.21429,0.15210,0.16129,0.09091,0.33333,0.33333,1.00000
s_565,4,0.63914,0.20000,0.78571,0.14821,0.00000,0.33333,0.26923,0.20000,0.00000,0.00000,0.07692,1.00000,1.00000
s_566,4,0.59575,1.00000,0.85714,1.00000,1.00000,1.00000,0.26667,1.00000,0.07692,0.00000,0.33333,1.00000,1.00000
s_567,4,0.45820,0.33333,0.57143,1.00000,0.33333,0.12103,0.21053,0.50000,0.09091,0.16667,0.14286,1.00000,0.50000
s_568,5,0.93410,0.20000,0.88889,1.00000,0.50000,0.50000,0.31250,0.25000,0.05085,0.13043,0.00000,0.00000,1.00000
s_569,3,0.47513,0.16667,0.62857,0.18403,0.50000,0.50000,0.33333,0.25000,0.16364,0.25000,0.14286,0.33333,1.00000
s_570,3,0.37337,0.50000,0.63636,0.17066,0.00000,0.16126,0.11765,0.15714,0.06667,0.00000,0.20000,0.00000,0.00000
s_571,3,0.45820,0.25000,0.57143,1.00000,0.16667,1.00000,0.26316,1.00000,0.09091,0.14286,0.00000,0.00000,0.20000
s_572,4,0.56915,0.14286,0.59259,1.00000,1.00000,0.09163,0.31579,0.50000,0.18182,0.17647,0.33333,1.00000,1.00000
s_573,3,0.45820,0.50000,0.50000,1.00000,0.00000,0.50000,0.19048,0.50000,0.14286,0.11111,0.20000,0.33333,1.00000
s_574,4,0.57693,0.16667,0.74074,1.00000,1.00000,1.00000,0.38095,0.33333,0.04762,0.07692,0.20000,0.00000,0.33333
s_575,4,0.32082,0.33333,0.66667,0.28718,0.07798,1.00000,0.13333,1.00000,0.07692,0.09091,0.33333,0.00000,0.00000
s_576,3,0.44294,0.20000,0.43478,0.91667,0.50000,0.27083,0.09091,0.33333,0.13514,0.14286,0.00000,1.00000,1.00000
s_577,3,0.51927,0.16667,0.48000,0.07917,1.00000,0.10660,0.13636,0.50000,0.06667,0.09091,0.20000,0.50000,0.50000
s_578,3,0.51007,0.14286,0.58824,1.00000,0.00000,1.00000,0.25000,0.33333,0.08772,0.05882,0.14286,0.33333,0.00000
s_579,3,0.61159,0.20000,0.66667,0.15361,0.50000,0.05768,0.16129,0.33333,0.07143,0.04348,0.00000,0.00000,0.33333
s_580,4,0.79586,0.25000,0.92308,1.00000,0.50000,1.00000,0.60000,0.50000,0.02703,0.00000,0.00000,0.00000,0.00000
s_581,2,0.26497,0.25000,0.48000,0.92857,1.00000,1.00000,0.17857,1.00000,0.12500,0.25000,0.33333,0.33333,1.00000
s_582,4,0.36770,0.16667,0.43750,0.17167,1.00000,1.00000,0.09091,0.07111,0.10345,0.15789,0.09091,1.00000,0.42857
s_583,3,0.28970,0.14286,0.52632,0.08013,0.06948,0.08333,0.21429,0.14583,0.25714,0.27273,0.20000,0.00000,1.00000
s_584,2,0.35288,0.16667,0.50000,0.17333,1.00000,1.00000,0.14286,1.00000,0.16667,0.17647,0.50000,1.00000,1.00000
s_585,2,0.32484,0.11111,0.44444,0.10317,1.00000,1.00000,0.23077,0.14583,0.10714,0.03704,0.20000,0.00000,0.33333
s_586,4,0.81045,0.16667,0.81818,1.00000,0.50000,1.00000,0.34783,0.50000,0.15385,0.29412,0.00000,0.00000,0.00000
s_587,5,0.63113,0.33333,0.80000,0.21667,0.00000,0.00000,0.31818,0.20000,0.16000,0.00000,0.16667,0.20000,0.00000
